"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"REACTOME_PATHWAY","Senescence-Associated Secretory Phenotype (SASP)","1.64%","13","549","113","11494","7.52e-3","3.90e-1","2.41","1.00e+0","3.88e-1","2.81e-3"
"REACTOME_PATHWAY","Nuclear Events (kinase and transcription factor activation)","1.13%","9","549","61","11494","8.05e-3","4.04e-1","3.09","1.00e+0","4.02e-1","2.28e-3"
"REACTOME_PATHWAY","Mitotic Prophase","1.89%","15","549","144","11494","8.79e-3","4.27e-1","2.18","1.00e+0","4.24e-1","3.66e-3"
"REACTOME_PATHWAY","Cytokine Signaling in Immune system","6.81%","54","549","801","11494","9.08e-3","4.27e-1","1.41","1.00e+0","4.25e-1","6.21e-3"
"REACTOME_PATHWAY","NGF-stimulated transcription","0.88%","7","549","39","11494","9.75e-3","4.30e-1","3.76","1.00e+0","4.27e-1","2.21e-3"
"REACTOME_PATHWAY","Condensation of Prophase Chromosomes","1.26%","10","549","76","11494","9.87e-3","4.30e-1","2.75","1.00e+0","4.27e-1","3.17e-3"
"REACTOME_PATHWAY","Beta-catenin independent WNT signaling","1.77%","14","549","132","11494","1.02e-2","4.30e-1","2.22","1.00e+0","4.27e-1","4.17e-3"
"REACTOME_PATHWAY","ESR-mediated signaling","2.52%","20","549","223","11494","1.03e-2","4.30e-1","1.88","1.00e+0","4.27e-1","5.04e-3"
"REACTOME_PATHWAY","Signaling by NTRKs","1.77%","14","549","133","11494","1.09e-2","4.32e-1","2.20","1.00e+0","4.30e-1","4.47e-3"
"REACTOME_PATHWAY","Gene expression (Transcription)","12.23%","97","549","1614","11494","1.14e-2","4.32e-1","1.26","1.00e+0","4.30e-1","8.54e-3"
"REACTOME_PATHWAY","ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression","1.26%","10","549","78","11494","1.16e-2","4.32e-1","2.68","1.00e+0","4.30e-1","3.84e-3"
"REACTOME_PATHWAY","RNA Polymerase I Promoter Opening","1.13%","9","549","65","11494","1.17e-2","4.32e-1","2.90","1.00e+0","4.30e-1","3.55e-3"
"REACTOME_PATHWAY","Diseases of signal transduction by growth factor receptors and second messengers","4.29%","34","549","458","11494","1.18e-2","4.32e-1","1.55","1.00e+0","4.30e-1","7.00e-3"
"REACTOME_PATHWAY","Estrogen-dependent gene expression","1.89%","15","549","151","11494","1.30e-2","4.56e-1","2.08","1.00e+0","4.53e-1","5.70e-3"
"REACTOME_PATHWAY","DNA Replication Pre-Initiation","1.89%","15","549","151","11494","1.30e-2","4.56e-1","2.08","1.00e+0","4.53e-1","5.70e-3"
"REACTOME_PATHWAY","Adaptive Immune System","7.06%","56","549","856","11494","1.36e-2","4.56e-1","1.37","1.00e+0","4.53e-1","9.57e-3"
"REACTOME_PATHWAY","Cellular Senescence","2.27%","18","549","198","11494","1.37e-2","4.56e-1","1.90","1.00e+0","4.53e-1","6.60e-3"
"REACTOME_PATHWAY","RAB geranylgeranylation","1.13%","9","549","67","11494","1.39e-2","4.56e-1","2.81","1.00e+0","4.53e-1","4.37e-3"
"REACTOME_PATHWAY","HDACs deacetylate histones","1.39%","11","549","95","11494","1.49e-2","4.65e-1","2.42","1.00e+0","4.63e-1","5.49e-3"
"REACTOME_PATHWAY","Signaling by Nuclear Receptors","3.03%","24","549","297","11494","1.51e-2","4.65e-1","1.69","1.00e+0","4.63e-1","8.26e-3"
"REACTOME_PATHWAY","Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3","1.13%","9","549","68","11494","1.51e-2","4.65e-1","2.77","1.00e+0","4.63e-1","4.83e-3"
"REACTOME_PATHWAY","SIRT1 negatively regulates rRNA expression","1.13%","9","549","69","11494","1.64e-2","4.95e-1","2.73","1.00e+0","4.92e-1","5.32e-3"
"REACTOME_PATHWAY","Synthesis of active ubiquitin: roles of E1 and E2 enzymes","0.76%","6","549","32","11494","1.68e-2","4.95e-1","3.93","1.00e+0","4.92e-1","3.62e-3"
"REACTOME_PATHWAY","Assembly of the ORC complex at the origin of replication","1.13%","9","549","70","11494","1.78e-2","5.16e-1","2.69","1.00e+0","5.13e-1","5.86e-3"
"REACTOME_PATHWAY","HATs acetylate histones","1.77%","14","549","143","11494","1.90e-2","5.40e-1","2.05","1.00e+0","5.37e-1","8.41e-3"
"REACTOME_PATHWAY","Signaling by NTRK1 (TRKA)","1.51%","12","549","114","11494","2.00e-2","5.47e-1","2.20","1.00e+0","5.43e-1","8.16e-3"
"REACTOME_PATHWAY","Amyloid fiber formation","1.51%","12","549","114","11494","2.00e-2","5.47e-1","2.20","1.00e+0","5.43e-1","8.16e-3"
"REACTOME_PATHWAY","E3 ubiquitin ligases ubiquitinate target proteins","1.01%","8","549","59","11494","2.15e-2","5.78e-1","2.84","1.00e+0","5.74e-1","6.66e-3"
"REACTOME_PATHWAY","HCMV Late Events","1.51%","12","549","116","11494","2.24e-2","5.92e-1","2.17","1.00e+0","5.89e-1","9.33e-3"
"REACTOME_PATHWAY","RUNX1 regulates transcription of genes involved in differentiation of HSCs","1.51%","12","549","118","11494","2.51e-2","6.51e-1","2.13","1.00e+0","6.47e-1","1.06e-2"
"REACTOME_PATHWAY","Transcriptional regulation of granulopoiesis","1.26%","10","549","90","11494","2.73e-2","6.83e-1","2.33","1.00e+0","6.79e-1","1.05e-2"
"REACTOME_PATHWAY","RAC2 GTPase cycle","1.26%","10","549","90","11494","2.73e-2","6.83e-1","2.33","1.00e+0","6.79e-1","1.05e-2"
"REACTOME_PATHWAY","Programmed Cell Death","2.14%","17","549","199","11494","2.85e-2","6.83e-1","1.79","1.00e+0","6.79e-1","1.46e-2"
"REACTOME_PATHWAY","Epigenetic regulation of gene expression by MLL3 and MLL4 complexes","1.64%","13","549","136","11494","2.90e-2","6.83e-1","2.00","1.00e+0","6.79e-1","1.31e-2"
"REACTOME_PATHWAY","MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis","1.64%","13","549","136","11494","2.90e-2","6.83e-1","2.00","1.00e+0","6.79e-1","1.31e-2"
"REACTOME_PATHWAY","Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes","1.64%","13","549","136","11494","2.90e-2","6.83e-1","2.00","1.00e+0","6.79e-1","1.31e-2"
"REACTOME_PATHWAY","FLT3 signaling through SRC family kinases","0.38%","3","549","6","11494","2.99e-2","6.94e-1","10.47","1.00e+0","6.90e-1","1.94e-3"
"REACTOME_PATHWAY","Cytosolic sensors of pathogen-associated DNA","1.01%","8","549","64","11494","3.20e-2","7.24e-1","2.62","1.00e+0","7.20e-1","1.08e-2"
"REACTOME_PATHWAY","DNA Replication","2.02%","16","549","186","11494","3.25e-2","7.24e-1","1.80","1.00e+0","7.20e-1","1.65e-2"
"REACTOME_PATHWAY","TRAF6 mediated NF-kB activation","0.63%","5","549","26","11494","3.32e-2","7.24e-1","4.03","1.00e+0","7.20e-1","6.97e-3"
"REACTOME_PATHWAY","PCP/CE pathway","1.13%","9","549","79","11494","3.41e-2","7.24e-1","2.39","1.00e+0","7.20e-1","1.27e-2"
"REACTOME_PATHWAY","Activation of anterior HOX genes in hindbrain development during early embryogenesis","1.51%","12","549","124","11494","3.45e-2","7.24e-1","2.03","1.00e+0","7.20e-1","1.54e-2"
"REACTOME_PATHWAY","Activation of HOX genes during differentiation","1.51%","12","549","124","11494","3.45e-2","7.24e-1","2.03","1.00e+0","7.20e-1","1.54e-2"
"REACTOME_PATHWAY","Signaling by Rho GTPases","5.80%","46","549","716","11494","3.46e-2","7.24e-1","1.35","1.00e+0","7.20e-1","2.39e-2"
"REACTOME_PATHWAY","Toll-like Receptor Cascades","1.89%","15","549","172","11494","3.55e-2","7.26e-1","1.83","1.00e+0","7.22e-1","1.77e-2"
"REACTOME_PATHWAY","Post-translational protein phosphorylation","1.39%","11","549","110","11494","3.69e-2","7.26e-1","2.09","1.00e+0","7.22e-1","1.59e-2"
"REACTOME_PATHWAY","HCMV Early Events","1.64%","13","549","141","11494","3.69e-2","7.26e-1","1.93","1.00e+0","7.22e-1","1.73e-2"
"REACTOME_PATHWAY","DNA methylation","1.01%","8","549","66","11494","3.70e-2","7.26e-1","2.54","1.00e+0","7.22e-1","1.29e-2"
"REACTOME_PATHWAY","DNA Damage/Telomere Stress Induced Senescence","1.13%","9","549","81","11494","3.87e-2","7.26e-1","2.33","1.00e+0","7.22e-1","1.48e-2"
"REACTOME_PATHWAY","RNA Polymerase II Transcription","10.21%","81","549","1390","11494","3.90e-2","7.26e-1","1.22","1.00e+0","7.22e-1","3.06e-2"
"REACTOME_PATHWAY","Signaling by TGF-beta Receptor Complex","1.26%","10","549","96","11494","3.92e-2","7.26e-1","2.18","1.00e+0","7.22e-1","1.61e-2"
"REACTOME_PATHWAY","Chromatin modifying enzymes","2.65%","21","549","275","11494","3.96e-2","7.26e-1","1.60","1.00e+0","7.22e-1","2.29e-2"
"REACTOME_PATHWAY","Chromatin organization","2.65%","21","549","275","11494","3.96e-2","7.26e-1","1.60","1.00e+0","7.22e-1","2.29e-2"
"REACTOME_PATHWAY","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","1.51%","12","549","127","11494","4.00e-2","7.26e-1","1.98","1.00e+0","7.22e-1","1.82e-2"
"REACTOME_PATHWAY","Toll Like Receptor 5 (TLR5) Cascade","1.26%","10","549","97","11494","4.15e-2","7.26e-1","2.16","1.00e+0","7.22e-1","1.72e-2"
"REACTOME_PATHWAY","Toll Like Receptor 10 (TLR10) Cascade","1.26%","10","549","97","11494","4.15e-2","7.26e-1","2.16","1.00e+0","7.22e-1","1.72e-2"
"REACTOME_PATHWAY","MyD88 cascade initiated on plasma membrane","1.26%","10","549","97","11494","4.15e-2","7.26e-1","2.16","1.00e+0","7.22e-1","1.72e-2"
"REACTOME_PATHWAY","VEGFA-VEGFR2 Pathway","1.26%","10","549","97","11494","4.15e-2","7.26e-1","2.16","1.00e+0","7.22e-1","1.72e-2"
"REACTOME_PATHWAY","Disease","13.62%","108","549","1926","11494","4.45e-2","7.54e-1","1.17","1.00e+0","7.49e-1","3.66e-2"
"REACTOME_PATHWAY","RHO GTPase Effectors","3.03%","24","549","331","11494","4.50e-2","7.54e-1","1.52","1.00e+0","7.49e-1","2.75e-2"
"REACTOME_PATHWAY","Telomere Maintenance","1.39%","11","549","114","11494","4.54e-2","7.54e-1","2.02","1.00e+0","7.49e-1","2.02e-2"
"REACTOME_PATHWAY","Inhibition of DNA recombination at telomere","1.01%","8","549","69","11494","4.55e-2","7.54e-1","2.43","1.00e+0","7.49e-1","1.66e-2"
"REACTOME_PATHWAY","C-type lectin receptors (CLRs)","1.51%","12","549","130","11494","4.61e-2","7.54e-1","1.93","1.00e+0","7.49e-1","2.15e-2"
"REACTOME_PATHWAY","Pre-NOTCH Transcription and Translation","1.26%","10","549","99","11494","4.63e-2","7.54e-1","2.11","1.00e+0","7.49e-1","1.96e-2"
"REACTOME_PATHWAY","Signaling by Rho GTPases, Miro GTPases and RHOBTB3","5.80%","46","549","732","11494","4.65e-2","7.54e-1","1.32","1.00e+0","7.49e-1","3.29e-2"
"REACTOME_PATHWAY","Pre-NOTCH Expression and Processing","1.39%","11","549","115","11494","4.77e-2","7.63e-1","2.00","1.00e+0","7.59e-1","2.14e-2"
"REACTOME_PATHWAY","Toll Like Receptor 4 (TLR4) Cascade","1.64%","13","549","147","11494","4.82e-2","7.65e-1","1.85","1.00e+0","7.60e-1","2.36e-2"
"REACTOME_PATHWAY","HCMV Infection","1.77%","14","549","165","11494","5.18e-2","8.13e-1","1.78","1.00e+0","8.08e-1","2.65e-2"
"REACTOME_PATHWAY","Replacement of protamines by nucleosomes in the male pronucleus","0.76%","6","549","43","11494","5.24e-2","8.14e-1","2.92","1.00e+0","8.09e-1","1.57e-2"
"REACTOME_PATHWAY","Apoptosis","1.77%","14","549","166","11494","5.39e-2","8.28e-1","1.77","1.00e+0","8.23e-1","2.77e-2"
"REACTOME_PATHWAY","Chromatin modifications during the maternal to zygotic transition (MZT)","1.01%","8","549","72","11494","5.51e-2","8.29e-1","2.33","1.00e+0","8.24e-1","2.10e-2"
"REACTOME_PATHWAY","Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex","1.01%","8","549","72","11494","5.51e-2","8.29e-1","2.33","1.00e+0","8.24e-1","2.10e-2"
"REACTOME_PATHWAY","Membrane Trafficking","5.17%","41","549","648","11494","5.68e-2","8.35e-1","1.32","1.00e+0","8.30e-1","3.98e-2"
"REACTOME_PATHWAY","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","1.26%","10","549","103","11494","5.69e-2","8.35e-1","2.03","1.00e+0","8.30e-1","2.51e-2"
"REACTOME_PATHWAY","Activated NOTCH1 Transmits Signal to the Nucleus","0.63%","5","549","31","11494","5.81e-2","8.35e-1","3.38","1.00e+0","8.30e-1","1.48e-2"
"REACTOME_PATHWAY","Disassembly of the destruction complex and recruitment of AXIN to the membrane","0.63%","5","549","31","11494","5.81e-2","8.35e-1","3.38","1.00e+0","8.30e-1","1.48e-2"
"REACTOME_PATHWAY","Epigenetic regulation by WDR5-containing histone modifying complexes","1.77%","14","549","168","11494","5.82e-2","8.35e-1","1.74","1.00e+0","8.30e-1","3.03e-2"
"REACTOME_PATHWAY","MyD88 dependent cascade initiated on endosome","1.26%","10","549","104","11494","5.98e-2","8.50e-1","2.01","1.00e+0","8.45e-1","2.66e-2"
"REACTOME_PATHWAY","TNFR2 non-canonical NF-kB pathway","1.13%","9","549","89","11494","6.15e-2","8.58e-1","2.12","1.00e+0","8.53e-1","2.59e-2"
"REACTOME_PATHWAY","PRC2 methylates histones and DNA","1.01%","8","549","74","11494","6.21e-2","8.58e-1","2.26","1.00e+0","8.53e-1","2.44e-2"
"REACTOME_PATHWAY","Defective pyroptosis","1.01%","8","549","74","11494","6.21e-2","8.58e-1","2.26","1.00e+0","8.53e-1","2.44e-2"
"REACTOME_PATHWAY","G-protein beta:gamma signalling","0.63%","5","549","32","11494","6.40e-2","8.71e-1","3.27","1.00e+0","8.66e-1","1.69e-2"
"REACTOME_PATHWAY","Meiotic recombination","1.13%","9","549","90","11494","6.48e-2","8.71e-1","2.09","1.00e+0","8.66e-1","2.76e-2"
"REACTOME_PATHWAY","Regulation of mRNA stability by proteins that bind AU-rich elements","1.01%","8","549","75","11494","6.58e-2","8.71e-1","2.23","1.00e+0","8.66e-1","2.62e-2"
"REACTOME_PATHWAY","Diseases of programmed cell death","1.26%","10","549","106","11494","6.59e-2","8.71e-1","1.98","1.00e+0","8.66e-1","2.99e-2"
"REACTOME_PATHWAY","Toll Like Receptor 3 (TLR3) Cascade","1.26%","10","549","106","11494","6.59e-2","8.71e-1","1.98","1.00e+0","8.66e-1","2.99e-2"
"REACTOME_PATHWAY","Post-translational protein modification","10.84%","86","549","1532","11494","7.14e-2","8.97e-1","1.18","1.00e+0","8.92e-1","5.83e-2"
"REACTOME_PATHWAY","TBC/RABGAPs","0.76%","6","549","47","11494","7.18e-2","8.97e-1","2.67","1.00e+0","8.92e-1","2.35e-2"
"REACTOME_PATHWAY","Formation of the beta-catenin:TCF transactivating complex","1.13%","9","549","92","11494","7.18e-2","8.97e-1","2.05","1.00e+0","8.92e-1","3.13e-2"
"REACTOME_PATHWAY","Signaling by VEGF","1.26%","10","549","108","11494","7.24e-2","8.97e-1","1.94","1.00e+0","8.92e-1","3.35e-2"
"REACTOME_PATHWAY","Toll Like Receptor 7/8 (TLR7/8) Cascade","1.26%","10","549","108","11494","7.24e-2","8.97e-1","1.94","1.00e+0","8.92e-1","3.35e-2"
"REACTOME_PATHWAY","Antigen processing: Ubiquitination & Proteasome degradation","2.65%","21","549","296","11494","7.33e-2","8.97e-1","1.49","1.00e+0","8.92e-1","4.55e-2"
"REACTOME_PATHWAY","MAPK6/MAPK4 signaling","1.01%","8","549","77","11494","7.37e-2","8.97e-1","2.18","1.00e+0","8.92e-1","3.01e-2"
"REACTOME_PATHWAY","Degradation of the extracellular matrix","1.51%","12","549","141","11494","7.38e-2","8.97e-1","1.78","1.00e+0","8.92e-1","3.73e-2"
"REACTOME_PATHWAY","Rab regulation of trafficking","1.39%","11","549","125","11494","7.51e-2","8.97e-1","1.84","1.00e+0","8.92e-1","3.66e-2"
"REACTOME_PATHWAY","Adipogenesis","1.26%","10","549","109","11494","7.57e-2","8.97e-1","1.92","1.00e+0","8.92e-1","3.53e-2"
"REACTOME_PATHWAY","Chromosome Maintenance","1.51%","12","549","142","11494","7.67e-2","8.97e-1","1.77","1.00e+0","8.92e-1","3.91e-2"
"REACTOME_PATHWAY","Interleukin-1 family signaling","1.51%","12","549","142","11494","7.67e-2","8.97e-1","1.77","1.00e+0","8.92e-1","3.91e-2"
"REACTOME_PATHWAY","RNA Polymerase I Transcription Initiation","0.76%","6","549","48","11494","7.71e-2","8.97e-1","2.62","1.00e+0","8.92e-1","2.58e-2"
"REACTOME_PATHWAY","TGF-beta receptor signaling activates SMADs","0.76%","6","549","48","11494","7.71e-2","8.97e-1","2.62","1.00e+0","8.92e-1","2.58e-2"
"REACTOME_PATHWAY","Regulation of insulin secretion","1.01%","8","549","78","11494","7.78e-2","8.97e-1","2.15","1.00e+0","8.92e-1","3.22e-2"
"REACTOME_PATHWAY","Viral Infection Pathways","6.68%","53","549","895","11494","7.79e-2","8.97e-1","1.24","1.00e+0","8.92e-1","5.99e-2"
"REACTOME_PATHWAY","Oxidative Stress Induced Senescence","1.39%","11","549","126","11494","7.83e-2","8.97e-1","1.83","1.00e+0","8.92e-1","3.85e-2"
"REACTOME_PATHWAY","rRNA modification in the nucleus and cytosol","0.88%","7","549","63","11494","7.88e-2","8.97e-1","2.33","1.00e+0","8.92e-1","2.99e-2"
"REACTOME_PATHWAY","SLBP independent Processing of Histone Pre-mRNAs","0.38%","3","549","10","11494","7.92e-2","8.97e-1","6.28","1.00e+0","8.92e-1","1.01e-2"
"REACTOME_PATHWAY","Signaling by TGFB family members","1.64%","13","549","160","11494","8.04e-2","8.98e-1","1.70","1.00e+0","8.93e-1","4.28e-2"
"REACTOME_PATHWAY","PIP3 activates AKT signaling","2.40%","19","549","264","11494","8.05e-2","8.98e-1","1.51","1.00e+0","8.93e-1","4.90e-2"
"REACTOME_PATHWAY","TRIF (TICAM1)-mediated TLR4 signaling","1.26%","10","549","111","11494","8.28e-2","9.03e-1","1.89","1.00e+0","8.98e-1","3.93e-2"
"REACTOME_PATHWAY","Toll Like Receptor 9 (TLR9) Cascade","1.26%","10","549","111","11494","8.28e-2","9.03e-1","1.89","1.00e+0","8.98e-1","3.93e-2"
"REACTOME_PATHWAY","MyD88-independent TLR4 cascade","1.26%","10","549","111","11494","8.28e-2","9.03e-1","1.89","1.00e+0","8.98e-1","3.93e-2"
"REACTOME_PATHWAY","Collagen degradation","0.88%","7","549","64","11494","8.36e-2","9.06e-1","2.29","1.00e+0","9.01e-1","3.23e-2"
"REACTOME_PATHWAY","Inflammasomes","0.50%","4","549","22","11494","8.48e-2","9.07e-1","3.81","1.00e+0","9.01e-1","1.90e-2"
"REACTOME_PATHWAY","Leishmania infection","2.14%","17","549","231","11494","8.55e-2","9.07e-1","1.54","1.00e+0","9.01e-1","5.09e-2"
"REACTOME_PATHWAY","Parasitic Infection Pathways","2.14%","17","549","231","11494","8.55e-2","9.07e-1","1.54","1.00e+0","9.01e-1","5.09e-2"
"REACTOME_PATHWAY","Toll Like Receptor TLR6:TLR2 Cascade","1.26%","10","549","113","11494","9.02e-2","9.40e-1","1.85","1.00e+0","9.35e-1","4.36e-2"
"REACTOME_PATHWAY","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","1.26%","10","549","113","11494","9.02e-2","9.40e-1","1.85","1.00e+0","9.35e-1","4.36e-2"
"REACTOME_PATHWAY","GPVI-mediated activation cascade","0.63%","5","549","36","11494","9.05e-2","9.40e-1","2.91","1.00e+0","9.35e-1","2.71e-2"
"REACTOME_PATHWAY","Defective CD320 causes MMATC","0.25%","2","549","2","11494","9.31e-2","9.44e-1","20.94","1.00e+0","9.38e-1","2.28e-3"
"REACTOME_PATHWAY","Events associated with phagocytolytic activity of PMN cells","0.25%","2","549","2","11494","9.31e-2","9.44e-1","20.94","1.00e+0","9.38e-1","2.28e-3"
"REACTOME_PATHWAY","SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs","0.38%","3","549","11","11494","9.39e-2","9.44e-1","5.71","1.00e+0","9.38e-1","1.34e-2"
"REACTOME_PATHWAY","Transport of organic anions","0.38%","3","549","11","11494","9.39e-2","9.44e-1","5.71","1.00e+0","9.38e-1","1.34e-2"
"REACTOME_PATHWAY","Abortive elongation of HIV-1 transcript in the absence of Tat","0.50%","4","549","23","11494","9.42e-2","9.44e-1","3.64","1.00e+0","9.38e-1","2.21e-2"
"REACTOME_PATHWAY","Intracellular signaling by second messengers","2.65%","21","549","306","11494","9.46e-2","9.44e-1","1.44","1.00e+0","9.38e-1","6.03e-2"
"REACTOME_PATHWAY","Regulation of T cell activation by CD28 family","1.01%","8","549","82","11494","9.56e-2","9.47e-1","2.04","1.00e+0","9.42e-1","4.16e-2"
"REACTOME_PATHWAY","RNA Polymerase II Transcription Termination","0.88%","7","549","67","11494","9.91e-2","9.69e-1","2.19","1.00e+0","9.64e-1","4.00e-2"
"REACTOME_PATHWAY","MHC class II antigen presentation","1.39%","11","549","132","11494","9.91e-2","9.69e-1","1.74","1.00e+0","9.64e-1","5.10e-2"

